f_target,seed,beta,seed_fraction,unserved_fraction,detonated,run_id
0.8,1005,0.3,0.05,1.0,True,dc822d84
0.8,1006,0.3,0.05,1.0,True,396a9d2b
0.8,1007,0.3,0.05,1.0,True,39d50cf4
0.8,1008,0.3,0.05,0.9038610038610039,True,50ae1e42
0.8,1009,0.3,0.05,1.0,True,0ed96706
0.8,1010,0.3,0.05,0.9274131274131274,True,b8969dc3
0.8,1011,0.3,0.05,1.0,True,7b21f1c3
0.8,1012,0.3,0.05,0.8436293436293436,True,3ba014cc
0.8,1013,0.3,0.05,1.0,True,2e0a9767
0.8,1014,0.3,0.05,1.0,True,49cda5fa
0.8,1015,0.3,0.05,1.0,True,856d50f5
0.8,1016,0.3,0.05,1.0,True,e1cc7b94
0.8,1017,0.3,0.05,1.0,True,b0bf13f5
0.8,1018,0.3,0.05,1.0,True,f5552ab2
0.8,1019,0.3,0.05,1.0,True,02d9a815
0.8,1020,0.3,0.05,1.0,True,29c1a8b7
0.8,1021,0.3,0.05,1.0,True,930ccd93
0.8,1022,0.3,0.05,1.0,True,76156f8f
0.8,1023,0.3,0.05,0.9038610038610039,True,6fc016ce
0.8,1024,0.3,0.05,1.0,True,3f768f32
0.8,1025,0.3,0.05,1.0,True,9efb78b0
0.8,1026,0.3,0.05,1.0,True,606eb5d7
0.8,1027,0.3,0.05,1.0,True,e0655f32
0.8,1028,0.3,0.05,0.8436293436293436,True,c3d413eb
0.8,1029,0.3,0.05,1.0,True,52380bc6
0.8,1030,0.3,0.05,1.0,True,bbc1c61c
0.8,1031,0.3,0.05,1.0,True,19a28d5e
0.8,1032,0.3,0.05,1.0,True,9370e09b
0.8,1033,0.3,0.05,0.9038610038610039,True,b6992097
0.8,1034,0.3,0.05,1.0,True,3723af9a
0.8,1035,0.3,0.05,1.0,True,6fcc052b
0.8,1036,0.3,0.05,0.9274131274131274,True,a9b7fb96
0.8,1037,0.3,0.05,1.0,True,57c38a67
0.8,1038,0.3,0.05,1.0,True,5a9f3f19
0.8,1039,0.3,0.05,0.8436293436293436,True,7af49bf6
0.8,1040,0.3,0.05,1.0,True,8d142452
0.8,1041,0.3,0.05,0.8436293436293436,True,29663464
0.8,1042,0.3,0.05,1.0,True,a197ab7f
0.8,1043,0.3,0.05,1.0,True,a60735b8
0.8,1044,0.3,0.05,1.0,True,d958dcf4
0.8,1045,0.3,0.05,1.0,True,043289f3
0.8,1046,0.3,0.05,0.9038610038610039,True,216c43e6
