f_target,seed,beta,seed_fraction,unserved_fraction,detonated,run_id
0.8,1047,0.3,0.05,1.0,True,e3e7b09c
0.8,1048,0.3,0.05,0.8436293436293436,True,6ce42bf1
0.8,1049,0.3,0.05,0.9038610038610039,True,a9f638ca
0.8,1050,0.3,0.05,1.0,True,236e2ad1
0.8,1051,0.3,0.05,1.0,True,c977ac0f
0.8,1052,0.3,0.05,1.0,True,8f505f68
0.8,1053,0.3,0.05,1.0,True,75f7ee9c
0.8,1054,0.3,0.05,1.0,True,211a4798
0.8,1055,0.3,0.05,1.0,True,a17c4059
0.8,1056,0.3,0.05,1.0,True,d533739b
0.8,1057,0.3,0.05,1.0,True,8b158ee3
0.8,1058,0.3,0.05,0.8436293436293436,True,ddb4cbc9
0.8,1059,0.3,0.05,1.0,True,0eb11936
0.9,1000,0.3,0.05,1.0,True,c0ead7db
0.9,1001,0.3,0.05,1.0,True,c49cb3d5
0.9,1002,0.3,0.05,1.0,True,79a9b638
0.9,1003,0.3,0.05,1.0,True,31737678
0.9,1004,0.3,0.05,0.9162162162162162,True,20519790
0.9,1005,0.3,0.05,1.0,True,35e9153b
0.9,1006,0.3,0.05,1.0,True,83e5f7c5
0.9,1007,0.3,0.05,1.0,True,a00e9df5
0.9,1008,0.3,0.05,1.0,True,9311aa60
0.9,1009,0.3,0.05,1.0,True,a486dd58
0.9,1010,0.3,0.05,0.9274131274131274,True,d61dc4a4
0.9,1011,0.3,0.05,1.0,True,1f8a9e62
0.9,1012,0.3,0.05,1.0,True,5145d2f8
0.9,1013,0.3,0.05,1.0,True,c07cc072
0.9,1014,0.3,0.05,1.0,True,3b9f6816
0.9,1015,0.3,0.05,1.0,True,91fe58a1
0.9,1016,0.3,0.05,1.0,True,712751f2
0.9,1017,0.3,0.05,1.0,True,a68ff9ea
0.9,1018,0.3,0.05,1.0,True,7d3625d2
0.9,1019,0.3,0.05,1.0,True,7963e392
0.9,1020,0.3,0.05,1.0,True,e0c19aea
0.9,1021,0.3,0.05,1.0,True,15a0a854
0.9,1022,0.3,0.05,1.0,True,83d44803
0.9,1023,0.3,0.05,1.0,True,824a8ba6
0.9,1024,0.3,0.05,1.0,True,04f3df9f
0.9,1025,0.3,0.05,1.0,True,7de8d697
0.9,1026,0.3,0.05,1.0,True,42fd0e1a
0.9,1027,0.3,0.05,1.0,True,cb5a2f32
0.9,1028,0.3,0.05,0.9162162162162162,True,fa52429d
0.9,1029,0.3,0.05,1.0,True,c4fd01e7
0.9,1030,0.3,0.05,1.0,True,3fd3cec5
0.9,1031,0.3,0.05,1.0,True,35472f07
0.9,1032,0.3,0.05,1.0,True,25957bb6
0.9,1033,0.3,0.05,1.0,True,76dc379c
0.9,1034,0.3,0.05,1.0,True,8e65e599
0.9,1035,0.3,0.05,1.0,True,0ce366ae
0.9,1036,0.3,0.05,0.9274131274131274,True,b719615b
0.9,1037,0.3,0.05,1.0,True,82ac1439
0.9,1038,0.3,0.05,1.0,True,47fa7cbb
0.9,1039,0.3,0.05,1.0,True,f3f6ceb3
0.9,1040,0.3,0.05,1.0,True,fc8dc319
0.9,1041,0.3,0.05,0.9274131274131274,True,429c5d4b
0.9,1042,0.3,0.05,1.0,True,40f0f900
0.9,1043,0.3,0.05,1.0,True,fabddd2e
0.9,1044,0.3,0.05,1.0,True,bc581596
0.9,1045,0.3,0.05,1.0,True,1dd7a649
0.9,1046,0.3,0.05,1.0,True,7b9efe87
0.9,1047,0.3,0.05,1.0,True,fbee8459
0.9,1048,0.3,0.05,1.0,True,7e28f1bc
0.9,1049,0.3,0.05,1.0,True,bc3542f0
0.9,1050,0.3,0.05,1.0,True,279924f8
0.9,1051,0.3,0.05,1.0,True,84d55ff3
0.9,1052,0.3,0.05,1.0,True,b7e952c2
0.9,1053,0.3,0.05,1.0,True,2ceaf45e
0.9,1054,0.3,0.05,1.0,True,5632c029
0.9,1055,0.3,0.05,1.0,True,8ece2992
0.9,1056,0.3,0.05,1.0,True,089ac9d0
0.9,1057,0.3,0.05,1.0,True,af34fe21
0.9,1058,0.3,0.05,1.0,True,382d14ca
0.9,1059,0.3,0.05,1.0,True,2f1f8eea
